lga_code,lga_name,longitude,latitude,pop_65_plus,percent_65_plus
60410,Brighton,147.261101,-42.71931,2989,14.7
60610,Burnie,145.806216,-41.216039,3998,19.6
60810,Central Coast (Tas.),146.03904,-41.281693,6129,26.2
61010,Central Highlands (Tas.),146.646064,-42.212329,730,28.2
61210,Circular Head,145.021913,-41.107012,1745,21.0
61410,Clarence,147.4339,-42.836079,13729,21.5
61510,Derwent Valley,146.421385,-42.812947,2270,19.8
61610,Devonport,146.303924,-41.210889,6258,23.2
61810,Dorset,147.708269,-41.072618,1934,27.6
62010,Flinders (Tas.),148.065786,-40.009626,356,37.8
62210,George Town,147.026019,-41.102159,2003,27.1
62410,Glamorgan-Spring Bay,147.95685,-42.252987,1946,36.8
62610,Glenorchy,147.219817,-42.839306,9058,17.9
62810,Hobart,147.287662,-42.897824,10393,18.6
63010,Huon Valley,146.597246,-43.250881,4623,23.4
63210,Kentish,146.183521,-41.453948,1679,24.5
63410,King Island,143.985683,-39.864064,395,23.8
63610,Kingborough,147.231525,-43.051929,8966,21.6
63810,Latrobe (Tas.),146.560109,-41.244018,3780,28.7
64010,Launceston,147.30581,-41.360614,13656,19.1
64210,Meander Valley,146.484785,-41.626639,5434,25.2
64610,Northern Midlands,147.460162,-41.840174,3556,24.6
64810,Sorell,147.695962,-42.778498,3802,21.2
65010,Southern Midlands,147.400564,-42.434555,1449,20.8
65210,Tasman,147.834713,-43.054551,961,35.3
65410,Waratah-Wynyard,145.495398,-41.383222,3912,26.2
65610,West Coast,145.637356,-42.298192,1033,23.8
65810,West Tamar,146.864198,-41.281561,6460,24.7
70200,Alice Springs,133.854776,-23.735061,2965,10.0
70420,Barkly,135.08473,-19.444072,564,7.7
70540,Belyuen,130.683202,-12.538172,11,6.6
70620,Central Desert,132.415024,-21.489805,285,6.9
70700,Coomalie,131.082859,-13.125748,372,26.4
71000,Darwin,130.886992,-12.398427,10086,11.7
71150,Darwin Waterfront Precinct,130.846806,-12.469285,37,12.0
71300,East Arnhem,135.658727,-12.879439,472,4.7
72200,Katherine,132.195101,-14.690142,1039,9.6
72300,Litchfield,131.122029,-12.537542,3244,13.6
72330,MacDonnell,133.161543,-24.636409,378,5.6
72800,Palmerston,130.971424,-12.495714,2828,6.8
73600,Roper Gulf,134.644136,-15.434294,536,7.1
74050,Tiwi Islands,130.958944,-11.537273,164,6.0
74550,Victoria Daly,130.658646,-16.249607,264,8.0
74560,Wagait,130.749307,-12.437565,131,27.2
74660,West Arnhem,133.264543,-12.520905,318,4.3
74680,West Daly,130.06064,-14.222542,138,4.0
79399,Unincorporated NT,131.557983,-13.036837,681,8.7
89399,Unincorporated ACT,149.002501,-35.488677,65896,13.9
99399,Unincorp. Other Territories,150.690573,-35.152603,713,28.5
